bus_0,bus_1,bus_2,bus_3,bus_4,bus_5,bus_6,bus_7,bus_8,bus_9,bus_10,bus_11,bus_12,bus_13,bus_14,bus_15,bus_16,bus_17,bus_18,bus_19,bus_20,bus_21,bus_22,bus_23,bus_24,bus_25,bus_26,bus_27,bus_28,bus_29,bus_30,bus_31,bus_32,bus_33,bus_34,bus_35,bus_36,bus_37,bus_38,bus_39,bus_40,bus_41,bus_42,bus_43,bus_44,bus_45,bus_46,bus_47,bus_48,bus_49,bus_50,bus_51,bus_52,bus_53,bus_54,bus_55,bus_56,attack
0.4603609657916231,0.4148700174312397,0.37046504051316514,0.35032708827272807,0.38591353525979405,0.43535405674997496,0.5217856424566846,0.41682551027349024,0.4327160731477065,0.34673301359287995,0.35699209495389517,0.3884856650905995,0.43491989246842605,0.29448014873690426,0.3086772453800565,0.23937081544102728,0.2645015078948886,-0.40902307669272253,-1.0872498255198981,-1.826986432525271,0.4285753997942851,0.3524703826496435,0.33593086216643125,0.2325279993390265,0.028338670927449905,0.20216794794449908,0.5909391980866082,0.4938861520041371,0.315806518600057,-1.120256506224112,-2.6131928993481055,-4.2921208881685,-4.4212168881685,0.7748227929003724,0.7538751787010203,0.6390600164737796,0.5735277179174233,0.2903134934407321,0.5133672411214479,0.5567790732713142,0.3639677738961641,-0.8560840186990718,-0.11882996098952958,0.09799317578184276,0.042315848090512455,0.4021400550260785,0.1830771047148434,0.14560307203870335,0.0016670251772084414,0.029882877773192103,0.10752912201425509,0.25656771751937113,0.11783979450092504,0.26314607476724705,-0.0373749850426352,0.2555122813326927,1.009926599952032,0.0
0.41603566899499483,0.36528443859365184,0.32401015332617444,0.3324359743928925,0.415982615179854,0.43811642050193045,0.513056630666588,0.433652215520323,0.4386720789025224,0.19164053836823888,0.3449139657983521,0.35906674351404083,0.4012764329887241,0.2622627406127428,0.27976115994510975,0.19099398803771359,0.21630573752697307,-0.3941246350109233,-1.1387339324779544,-1.771431207524474,0.436963177712684,0.34960492410721683,0.33725503455928113,0.19381857553328813,-0.2354538651992687,0.1404862701761675,0.6236804463356457,0.5227709712456756,0.3529341492798252,-1.0886913424393296,-2.524507389924671,-4.301581799633845,-4.405765799633848,0.7464716766739599,0.7271130278275517,0.623010286885427,0.5645205300873337,0.28559276942192946,0.5193499734556379,0.5517486692633277,0.7494276730466377,-0.47584404206485725,-0.04043352695104534,0.09983550678995244,0.04477359683413021,0.33119178447838943,0.22187932186276568,0.16223797133737605,-0.04012996148465661,0.016284828798395903,-0.0030976510783276845,0.2723838670972891,0.21088838353385825,0.341550237742072,-0.014997600581847681,0.19424830417972497,0.8913032928687105,0.0
0.4143645888215163,0.38353846802290587,0.33663882163264985,0.35263223708084723,0.3841777376357446,0.40999774512742077,0.46838766730600406,0.43261485541386413,0.4341644185200133,0.3358317028629683,0.3437917869614294,0.35134232609705546,0.39268163310659654,0.272847745590676,0.29209255949014834,0.2263109344438284,0.27947070737961893,-0.21118612843164364,-1.2682973902813979,-1.8322160846966027,0.4940511214464233,0.4177948444717086,0.40464100603631636,0.1760476326733351,-0.4106441184245261,0.11917793588492331,0.48324601968215086,0.39653438022421605,0.3060229076167918,-1.331933867357857,-2.278154574550161,-4.017567893972971,-4.114119893972972,0.7371102422145183,0.7401578232234725,0.6364494519676732,0.6000529106312804,0.3532310355760709,0.539071322889158,0.5729134223169766,0.2752812542673926,-0.7933649642324726,-0.0879016752153661,0.16116357138051193,0.05589504637691756,0.3505173233621483,0.2815297677353771,0.2303700320791877,-0.0024981650462630907,0.02663605160369406,0.17595148653154793,0.25071503774647896,0.17693125607437776,0.3491729562116496,0.011808415130854122,0.3491518610715668,0.5653727042622595,0.0
0.45776181057241533,0.4094206912620085,0.3008640751680109,0.320244868975496,0.3672422413245346,0.3984998336501465,0.3810978605419774,0.349890079856782,0.36056142493075266,0.2249231611659415,0.2954557312907387,0.3322816985169037,0.34950833541285126,0.20287468208726792,0.22511213726222487,0.22056252115090452,0.27358269012817543,-0.12420893129936644,-1.0096573236512143,-1.2188943747670458,0.39746023228906746,0.32586884255513526,0.3123980144064927,0.17399118221565626,-0.5181470399464281,0.13841516806600118,0.4497748987762456,0.35538590323329117,0.22837342447625664,-1.348644118968048,-1.8527121580341486,-3.502800603267642,-3.5712366032676424,0.6460225769311436,0.6444313032136694,0.5372044301192676,0.49003475673405944,0.26859316567477587,0.382738840588394,0.4835586567451795,0.24872649253436752,-0.7988040210590709,-0.02760840579254795,0.12794753157617994,0.030843300623836167,0.26143083012399737,0.21757720959955434,0.16786141227115448,-0.007685281281160968,-0.06117539076161974,0.05237189324385916,0.34271436211321676,0.22972525621044282,0.43032726517185954,-0.04466241128769849,0.2967632329321263,0.37581263766130274,0.0
0.39389524604611803,0.34873425341413,0.2574628608553124,0.2684911078182033,0.33899858937241223,0.3584426738354943,0.41307343722527,0.35674727591391914,0.3487509807416567,0.20086714346289003,0.3009959337395363,0.31250619471562563,0.32944989599637065,0.18955009517503152,0.20530961463041364,0.14730135561332425,0.3102166173601817,-0.3673732521649861,-0.6218939277564497,-0.5794198081799345,0.33260695107336524,0.26667755790767317,0.2630611596771877,0.24161510205527464,-0.9518257049778155,0.20447664095760468,0.5133000926436546,0.395415428311502,0.3130634486791661,-1.8578205070958587,-2.0119151677266083,-3.4211028620051893,-3.4626108620051896,0.6127384973507704,0.6135665418540941,0.5250483408767429,0.4832892842359096,0.25351159246868354,0.3746060920369471,0.437769767605587,0.21040287974691063,-0.6060852691933597,-0.13802758855063518,0.10891194579491573,-0.0002825136737817629,0.24876357832844342,0.19658171264310206,0.16727683568334434,0.02910680730038338,-0.02401191531189724,0.03618248322116453,0.29465945133941474,0.30425211349383124,0.22784500180019407,-0.0286474410856013,0.49233319871245124,0.8431610380131265,0.0
0.3927520240915657,0.35527713561282326,0.26686786359890213,0.27480935087306585,0.2799482234981086,0.3140787869755243,0.3964948333141732,0.33720294334908557,0.340933189194339,0.252294929920749,0.34066977114771974,0.3454093306467436,0.3648659840558161,0.22047853792843264,0.20398705416602664,0.13966724425414337,0.28635047130949415,-0.29828930043299506,-0.5449753820584624,-0.5215143806852398,0.38621444981076214,0.32183068156232786,0.32193545821325276,0.04487372152324856,-0.961958684489682,0.018964960317776655,0.47607635609914883,0.33132102378514083,0.234376477017362,-1.9260112078478986,-2.200008317694747,-3.4383040736812216,-3.470200073681223,0.5703536384388436,0.565447397871458,0.5383208029895126,0.534313288528276,0.30657014115973774,0.4506530056701333,0.4143534151890971,0.04336979329464814,-0.1871093007553203,-0.15160227837552245,0.09380756326719589,-0.044343852918735494,0.281452438226746,0.23953411807854813,0.21992539004540385,0.08306751735508602,-0.008480742758148162,0.07097952399719067,0.22724842807653517,0.24625951738784768,-0.13452488005534596,-0.09908756981698269,0.8696323567378539,0.9834409066717068,0.0
0.4014194051761192,0.3488340870117981,0.27693622510207716,0.2970697069369628,0.2131174304238509,0.2981986549153657,0.32941265089827404,0.2909159176504025,0.304454794753862,0.3640292987120819,0.30695679863362885,0.3210802514380651,0.34459109247464137,0.21731365140361608,0.19885002924077855,0.0412587106068707,0.1489813107429724,-0.22480341146849878,-0.35117856464088876,-0.2756653176718304,0.46335949423753153,0.3841362757245,0.38552034413891373,0.2956950965936647,-0.8400105540312459,0.2033094384709598,0.25509734846719956,0.08992653955997099,0.040286978926873676,-1.8251870879041832,-2.651241542355268,-3.60410844072129,-3.6290924407212914,0.6445197811142939,0.6445743420376552,0.6260716374007542,0.5982490801292739,0.37135111796503495,0.5096526814385789,0.5300626480645476,0.07412697654040454,-0.39599577190758395,-0.2498770844817266,0.3211118714918489,0.11288943602786473,0.3079682055117403,0.2864264346192337,0.2763813165396836,0.26034812931411927,0.13066484461827965,0.14672975066816596,0.3174978626022783,0.40706146705879487,0.003169795090616989,-0.1481084359629912,0.33047468050308954,0.47518506088958795,0.0
0.397919264440893,0.3756727723890679,0.2402677914267775,0.2787334545729385,0.2635357454525217,0.36981058342250245,0.38037788839094916,0.27102471010266943,0.304730153930595,0.1731719860429711,0.25019111755502876,0.316331407121669,0.31896549549787995,0.11815262540280541,0.11300546147434527,0.009247929866975466,0.15176825765056073,-0.8954577859207777,-0.8280983482834327,-0.7558691118070792,0.38313961364362625,0.2802855436704105,0.2814357467307067,0.507871805939622,-0.004697768069310947,0.388821274167173,0.2826522883712406,0.14134007389472938,0.1259588473979379,-1.0131540825694894,-1.807354970628911,-2.4919018256670045,-2.620889825667004,0.5161569660220042,0.49249751044364654,0.4967799992574609,0.48750763911576145,0.27046769753015754,0.35522483389039733,0.483081258866003,-0.14601373564917675,-0.948874055123909,-0.3427376415564397,0.2764093714123604,-0.04296375109351579,0.23153498475271256,0.17314099329248137,0.1580002662977038,0.13035655042525285,-0.0997368257148375,-0.11141227769118225,0.30593450014405327,0.347142613129078,-0.06142886270932066,-0.17624631507871993,0.3771354984393736,0.5210546616550831,0.0
0.5957211398613412,0.5850066104243341,0.391035851263142,0.3258455292514008,0.3236945936273321,0.4600899207277952,0.4958544427773249,0.4325623901959555,0.494078701506819,0.6082053557559643,0.3422740317577175,0.46480897362981743,0.46020806799105657,0.2633082779173176,0.2528394225544377,0.04037792717535429,0.3615028854985785,-1.281110260154701,-0.7842079690884294,-0.5879875817133455,0.4894353642548619,0.3313638144278194,0.3325128959515788,0.5900245082317429,-0.8864157431323717,0.464180711495612,0.2891917454571171,0.13867751203050782,0.13424719576184635,-1.7434136656963766,-2.269496271779473,-3.7789946814833955,-3.9140666814833964,0.6205747965588065,0.5518791964980347,0.5158304701437867,0.5082336928526471,0.276260363991127,0.3880356219318039,0.4407867005337877,-0.09956600802850564,-0.9402438710898141,-0.35310566191184034,0.19173997808211551,0.15812682796348598,0.3086771417695827,0.2046222602762906,0.15148486308470385,0.23391709022521154,0.0208677069549815,0.26888569094672676,0.37416589532090594,0.4742878371757595,0.23652523753226878,-0.14375165209987079,0.3883277413892797,0.8020830649034654,0.0
0.5021790785627692,0.49318944605359893,0.34956993727967456,0.35763012681577033,0.43373238467306546,0.5541033066488816,0.5779490810960066,0.45494210834205234,0.5032377165012618,0.26994043485945995,0.38106107902475134,0.49838239517657157,0.5102897937243437,0.22473541144821635,0.23657086761859053,0.3236413576911346,0.3009384052526983,-1.7208552293885686,-1.093703512153187,-0.7614656277872986,0.4852716095768631,0.32822214139472317,0.32978499379669807,0.7768574092048367,-0.1821273818110191,0.623461774763209,0.43773400025203063,0.2381348161074716,0.23107114296042028,-1.2125859590236159,-2.4240141153001753,-3.757566370609066,-3.952218370609063,0.6157840258786811,0.5474259662825189,0.4976805617333986,0.48926331640124304,0.26749513191426216,0.3430628837198349,0.34405037131592864,-0.22650386582085988,-1.4760783551417107,-0.40251329711173595,0.16066665381318648,0.14223606045060827,0.2992335582313463,0.15396192524975438,0.14669578674858946,0.0568763450419182,-0.2742365731105627,-0.1077933869887486,0.6646676623888897,0.7613842750445884,0.4978073726944501,-0.1505911625053199,0.38558517352781996,0.9457453180988368,0.0
